Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
02/01/2018,186,23,-3.8,35,2.3,2000,-17.0,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,160,0,-4.3,38,1.4,2000,-16.5,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,130,1,-5.0,42,1.2,1993,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,110,2,-5.5,43,2.0,2000,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,67,3,-6.1,45,1.3,1999,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,43,4,-6.1,45,2.3,2000,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,67,5,-6.4,47,2.4,1981,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,137,6,-6.7,48,2.4,1991,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,308,7,-6.9,48,2.4,1974,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,670,8,-7.0,49,1.5,1971,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,342,9,-6.8,44,1.7,1858,-17.0,0.16,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,213,10,-5.6,38,2.9,1752,-17.6,0.55,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,267,11,-4.5,36,3.2,1736,-17.3,0.77,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,297,12,-3.4,32,3.1,1706,-17.7,1.02,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,279,13,-2.2,31,2.3,1910,-17.0,1.13,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,270,14,-1.5,30,2.8,1903,-16.8,1.1,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,286,15,-1.1,29,2.8,1976,-16.9,0.96,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,299,16,-0.4,30,2.0,2000,-15.9,0.62,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,382,17,-1.9,35,1.8,2000,-15.3,0.25,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,637,18,-3.1,39,2.1,2000,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,431,19,-3.7,41,2.0,2000,-15.0,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,294,20,-3.9,44,2.5,2000,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,335,21,-4.3,47,2.8,1997,-13.9,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,291,22,-5.2,53,1.3,1969,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
03/01/2018,197,23,-5.9,54,0.8,1968,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,159,0,-6.3,54,1.4,1990,-14.1,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,150,1,-6.9,56,2.3,1994,-14.2,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,123,2,-7.3,57,2.0,1978,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,57,3,-7.4,54,1.7,1968,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,38,4,-7.5,55,1.3,1984,-15.0,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,66,5,-7.6,49,1.3,2000,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,120,6,-7.6,47,2.3,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,302,7,-8.1,51,0.5,1987,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,646,8,-8.6,55,0.6,1984,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,340,9,-7.9,48,1.2,1926,-17.0,0.14,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,197,10,-6.4,43,1.0,1872,-16.9,0.43,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,264,11,-4.4,40,0.8,1671,-16.0,0.69,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,290,12,-2.9,33,0.9,1813,-16.9,0.92,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,284,13,-2.0,32,1.0,1864,-16.5,0.91,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,262,14,-0.8,32,1.4,1846,-15.4,0.78,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,281,15,-1.2,31,0.8,1732,-16.2,0.47,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,309,16,-1.4,34,1.8,1719,-15.2,0.3,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,397,17,-2.1,37,1.4,1591,-14.8,0.09,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,603,18,-2.6,38,1.4,1604,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,417,19,-2.7,39,1.4,1616,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,311,20,-2.8,39,1.7,1702,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,310,21,-3.1,41,2.0,1742,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,306,22,-3.6,46,1.3,1689,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
04/01/2018,221,23,-4.0,48,1.5,1536,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,202,0,-4.7,52,1.8,1611,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,170,1,-5.1,51,1.5,1550,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,118,2,-5.3,52,1.6,1481,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,67,3,-5.5,56,1.1,1453,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,47,4,-5.1,55,1.7,1266,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,75,5,-5.1,55,1.5,1452,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,123,6,-5.1,54,1.3,1346,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,327,7,-5.3,53,1.1,1300,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,665,8,-5.3,51,1.0,1319,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,354,9,-4.7,49,1.2,1550,-13.8,0.12,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,232,10,-3.3,50,1.3,1407,-12.2,0.4,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,308,11,-0.7,45,1.5,1429,-11.1,0.76,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,362,12,-0.3,45,2.2,1066,-10.8,1.01,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,312,13,0.9,43,2.0,1112,-10.2,0.98,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,343,14,1.4,41,2.0,1003,-10.4,0.99,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,333,15,1.5,34,2.8,1776,-12.6,0.84,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,329,16,1.0,34,2.9,2000,-13.1,0.61,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,446,17,-0.6,45,3.3,1827,-11.0,0.24,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,635,18,-1.8,44,2.2,1709,-12.4,0.01,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,443,19,-2.5,49,0.6,1436,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,322,20,-3.4,51,1.1,1391,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,284,21,-3.5,53,0.9,1353,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,281,22,-3.8,53,1.3,1300,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes
05/01/2018,189,23,-3.6,50,1.9,1284,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,184,0,-4.3,52,1.6,1247,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,222,1,-4.8,54,1.2,1219,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,176,2,-5.5,56,1.4,1285,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,103,3,-5.6,56,1.0,1367,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,61,4,-5.9,61,1.1,1260,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,48,5,-6.1,64,1.0,1231,-11.8,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,69,6,-6.5,67,0.7,1175,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,105,7,-6.6,65,1.0,1320,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,186,8,-6.5,62,1.1,1503,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,221,9,-5.8,49,1.4,1728,-14.8,0.16,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,204,10,-3.5,39,2.0,1946,-15.4,0.54,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,245,11,-1.6,35,2.1,1812,-15.1,0.87,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,283,12,0.0,35,2.3,1672,-13.6,1.07,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,356,13,0.9,28,2.4,1895,-15.6,1.18,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,370,14,1.8,29,2.0,1693,-14.3,1.14,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,373,15,2.3,27,2.2,1877,-14.8,0.92,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,352,16,2.7,27,2.2,1811,-14.4,0.64,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,354,17,1.1,31,1.7,1989,-14.1,0.26,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,271,18,-0.6,37,1.6,1797,-13.5,0.01,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,207,19,-1.2,37,1.2,1663,-14.0,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,189,20,-2.1,41,1.1,1578,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,214,21,-2.5,47,0.8,1495,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,218,22,-2.6,47,1.6,1492,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes
06/01/2018,169,23,-3.2,50,0.8,1429,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,192,0,-3.8,48,0.7,1574,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,162,1,-3.9,51,0.2,1535,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,128,2,-4.4,53,0.3,1594,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,102,3,-4.8,56,0.6,1505,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,62,4,-5.1,60,0.7,1377,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,40,5,-5.6,58,0.7,1350,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,38,6,-5.5,52,0.7,1503,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,60,7,-5.6,58,0.9,1368,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,122,8,-5.3,53,1.1,1411,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,143,9,-3.8,49,1.6,1371,-12.9,0.18,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,179,10,-1.8,40,1.8,1555,-13.6,0.48,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,214,11,0.5,35,1.4,1558,-13.2,0.75,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,278,12,1.1,34,0.9,1455,-13.0,0.6,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,265,13,1.4,34,0.8,1394,-12.7,0.5,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,331,14,1.9,32,0.7,1368,-13.0,0.41,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,368,15,2.7,31,0.9,1603,-12.7,0.43,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,333,16,2.6,32,1.0,1381,-12.4,0.27,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,349,17,2.3,33,0.2,1515,-12.3,0.13,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,270,18,1.8,34,1.2,1518,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,246,19,1.6,35,1.0,1419,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,233,20,1.3,38,0.4,1386,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,236,21,1.2,39,0.6,1378,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,214,22,1.1,40,0.5,1305,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes
07/01/2018,149,23,1.1,39,0.6,1422,-11.3,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,149,0,0.9,42,1.1,1271,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,109,1,0.9,42,0.2,1333,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,77,2,0.8,42,0.5,1275,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,53,3,0.9,43,0.4,1261,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,46,4,1.0,43,0.8,1253,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,67,5,0.8,42,1.0,1394,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,159,6,0.8,45,0.7,1268,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,374,7,0.7,44,0.8,1357,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,701,8,0.7,45,0.7,1339,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,387,9,0.8,47,0.9,1070,-9.2,0.05,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,253,10,1.3,43,0.8,971,-9.9,0.16,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,278,11,1.7,37,0.6,1062,-11.4,0.23,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,356,12,2.7,33,2.7,1281,-12.0,0.6,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,303,13,3.0,32,1.6,1518,-12.1,0.38,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,349,14,3.4,31,1.4,1267,-12.1,0.36,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,318,15,3.9,33,1.8,1293,-10.9,0.39,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,353,16,3.5,36,1.7,1702,-10.2,0.16,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,385,17,2.7,50,2.8,1957,-6.7,0.06,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,316,18,1.5,70,2.5,638,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
08/01/2018,127,19,0.9,88,1.6,290,-0.8,0.0,0.0,0.5,Winter,No Holiday,Yes
08/01/2018,144,20,1.0,89,1.9,407,-0.6,0.0,0.0,1.0,Winter,No Holiday,Yes
08/01/2018,146,21,0.7,77,6.7,692,-2.8,0.0,0.9,1.0,Winter,No Holiday,Yes
08/01/2018,149,22,0.1,68,4.6,740,-5.1,0.0,0.0,1.0,Winter,No Holiday,Yes
08/01/2018,112,23,-0.6,62,4.2,936,-6.9,0.0,0.0,1.0,Winter,No Holiday,Yes
09/01/2018,100,0,-1.2,67,4.6,983,-6.5,0.0,0.0,1.0,Winter,No Holiday,Yes
09/01/2018,107,1,-1.9,69,5.0,791,-6.8,0.0,0.0,1.0,Winter,No Holiday,Yes
09/01/2018,75,2,-2.9,66,3.3,1515,-8.3,0.0,0.0,1.0,Winter,No Holiday,Yes
09/01/2018,52,3,-3.4,67,3.2,1420,-8.6,0.0,0.0,0.9,Winter,No Holiday,Yes
09/01/2018,38,4,-4.3,59,4.4,1451,-11.1,0.0,0.0,0.9,Winter,No Holiday,Yes
09/01/2018,52,5,-5.1,48,3.2,1821,-14.4,0.0,0.0,0.9,Winter,No Holiday,Yes
09/01/2018,126,6,-5.6,52,3.7,1785,-13.9,0.0,0.0,0.9,Winter,No Holiday,Yes
09/01/2018,245,7,-5.9,57,3.1,1686,-13.0,0.0,0.0,0.8,Winter,No Holiday,Yes
09/01/2018,554,8,-6.0,64,3.2,1384,-11.7,0.0,0.0,0.7,Winter,No Holiday,Yes
09/01/2018,320,9,-6.0,61,2.5,1547,-12.3,0.13,0.0,0.6,Winter,No Holiday,Yes
09/01/2018,190,10,-4.8,57,3.0,1559,-12.0,0.47,0.0,0.5,Winter,No Holiday,Yes
09/01/2018,247,11,-3.9,51,4.5,1746,-12.5,0.73,0.0,0.5,Winter,No Holiday,Yes
09/01/2018,262,12,-2.7,45,2.4,1707,-13.0,1.05,0.0,0.4,Winter,No Holiday,Yes
09/01/2018,265,13,-2.6,45,4.0,1663,-12.9,1.11,0.0,0.3,Winter,No Holiday,Yes
09/01/2018,265,14,-1.8,45,3.7,1922,-12.1,1.06,0.0,0.2,Winter,No Holiday,Yes
09/01/2018,257,15,-2.4,51,4.6,1458,-11.1,0.46,0.0,0.0,Winter,No Holiday,Yes
09/01/2018,262,16,-2.4,56,3.3,1541,-9.9,0.35,0.0,0.0,Winter,No Holiday,Yes
09/01/2018,332,17,-2.9,66,3.6,743,-8.3,0.23,0.0,0.0,Winter,No Holiday,Yes
09/01/2018,558,18,-3.8,58,1.7,1996,-10.8,0.01,0.0,0.0,Winter,No Holiday,Yes
09/01/2018,364,19,-4.5,57,0.6,2000,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
09/01/2018,302,20,-4.9,59,0.6,1992,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes
09/01/2018,281,21,-4.8,59,0.9,2000,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes
09/01/2018,166,22,-4.2,67,1.6,503,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes
09/01/2018,80,23,-4.9,80,0.7,690,-7.8,0.0,0.0,0.2,Winter,No Holiday,Yes
10/01/2018,61,0,-5.2,82,0.8,152,-7.7,0.0,0.5,0.5,Winter,No Holiday,Yes
10/01/2018,78,1,-5.6,75,1.7,1982,-9.3,0.0,0.0,0.8,Winter,No Holiday,Yes
10/01/2018,63,2,-5.7,72,1.2,1925,-9.9,0.0,0.0,0.8,Winter,No Holiday,Yes
10/01/2018,40,3,-6.1,70,1.1,2000,-10.6,0.0,0.3,0.8,Winter,No Holiday,Yes
10/01/2018,31,4,-6.6,72,2.2,2000,-10.8,0.0,0.0,0.8,Winter,No Holiday,Yes
10/01/2018,39,5,-7.3,75,1.6,2000,-10.9,0.0,0.0,0.8,Winter,No Holiday,Yes
10/01/2018,84,6,-7.7,74,1.1,2000,-11.5,0.0,0.0,0.8,Winter,No Holiday,Yes
10/01/2018,158,7,-8.0,70,1.8,2000,-12.5,0.0,0.0,0.7,Winter,No Holiday,Yes
10/01/2018,387,8,-7.9,67,2.6,1896,-12.9,0.0,0.0,0.7,Winter,No Holiday,Yes
10/01/2018,225,9,-7.7,62,3.6,1637,-13.7,0.13,0.0,0.7,Winter,No Holiday,Yes
10/01/2018,150,10,-6.9,53,3.2,1576,-14.8,0.52,0.0,0.6,Winter,No Holiday,Yes
10/01/2018,168,11,-6.4,49,4.5,1759,-15.3,0.86,0.0,0.5,Winter,No Holiday,Yes
10/01/2018,217,12,-5.6,44,4.5,1830,-15.9,1.1,0.0,0.5,Winter,No Holiday,Yes
10/01/2018,207,13,-5.1,43,4.7,1901,-15.7,1.18,0.0,0.4,Winter,No Holiday,Yes
10/01/2018,177,14,-5.3,37,5.3,2000,-17.7,1.05,0.0,0.3,Winter,No Holiday,Yes
10/01/2018,193,15,-5.3,33,4.8,2000,-19.0,0.99,0.0,0.3,Winter,No Holiday,Yes
10/01/2018,196,16,-5.4,30,3.9,2000,-20.2,0.69,0.0,0.2,Winter,No Holiday,Yes
10/01/2018,266,17,-6.5,34,4.0,2000,-19.8,0.31,0.0,0.0,Winter,No Holiday,Yes
10/01/2018,437,18,-7.8,32,4.5,2000,-21.6,0.02,0.0,0.0,Winter,No Holiday,Yes
10/01/2018,259,19,-8.5,35,2.9,2000,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes
10/01/2018,207,20,-8.9,41,2.3,2000,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes
10/01/2018,214,21,-9.4,47,2.0,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes
10/01/2018,165,22,-9.7,51,2.8,2000,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
10/01/2018,139,23,-10.2,53,3.3,1997,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,98,0,-10.3,54,2.4,1988,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,100,1,-10.6,55,2.9,1987,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,89,2,-10.9,57,2.7,1900,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,38,3,-11.2,59,2.9,1872,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,33,4,-11.5,57,2.3,1899,-18.3,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,42,5,-11.9,61,1.8,1759,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,82,6,-12.0,61,2.3,1709,-18.0,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,203,7,-12.3,59,2.3,1738,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,443,8,-12.6,61,1.6,1610,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,227,9,-12.0,53,2.6,1781,-19.6,0.16,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,152,10,-11.1,46,3.7,1638,-20.4,0.48,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,146,11,-10.2,41,3.5,1629,-20.9,0.84,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,187,12,-8.6,40,2.6,1700,-19.8,1.11,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,178,13,-8.6,41,3.4,1593,-19.5,1.2,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,187,14,-7.4,38,3.3,1718,-19.3,1.15,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,181,15,-8.3,42,3.8,1745,-18.9,0.93,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,179,16,-8.2,39,2.8,1807,-19.7,0.63,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,219,17,-9.3,43,2.8,1900,-19.6,0.28,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,352,18,-10.4,43,2.3,1985,-20.6,0.02,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,251,19,-10.9,44,3.0,2000,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,177,20,-11.6,49,1.8,1953,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,162,21,-12.4,51,2.2,1992,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,172,22,-12.9,52,2.8,2000,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes
11/01/2018,119,23,-13.2,51,1.5,1972,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,105,0,-13.6,49,1.6,2000,-22.0,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,99,1,-13.7,47,3.0,2000,-22.6,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,83,2,-13.8,43,2.6,2000,-23.7,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,42,3,-14.1,45,1.8,2000,-23.4,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,30,4,-14.3,45,2.0,2000,-23.6,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,35,5,-14.6,45,1.1,2000,-23.9,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,92,6,-14.9,45,2.3,2000,-24.2,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,189,7,-15.1,45,0.9,2000,-24.4,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,419,8,-15.1,44,1.2,2000,-24.6,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,196,9,-14.9,40,1.2,1999,-25.5,0.16,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,119,10,-13.0,37,2.2,1960,-24.6,0.59,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,140,11,-11.2,31,2.4,1944,-25.0,0.94,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,178,12,-9.6,27,2.0,1945,-25.1,1.17,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,177,13,-8.2,29,2.0,1920,-23.1,1.19,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,173,14,-7.2,28,2.3,1990,-22.6,1.14,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,177,15,-6.5,26,2.4,1987,-22.8,0.96,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,196,16,-5.8,21,1.1,2000,-24.6,0.66,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,259,17,-6.5,22,1.5,2000,-24.7,0.28,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,405,18,-7.5,28,2.0,2000,-22.9,0.02,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,273,19,-8.2,32,1.1,2000,-22.0,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,210,20,-7.9,31,1.4,2000,-22.1,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,184,21,-7.4,33,1.4,2000,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,186,22,-6.9,39,1.6,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
12/01/2018,144,23,-6.7,36,1.3,1821,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes
13/01/2018,152,0,-6.6,39,1.6,1930,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
13/01/2018,168,1,-6.5,45,0.5,1964,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes
13/01/2018,145,2,-6.4,40,0.9,2000,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes
13/01/2018,77,3,-6.5,42,0.7,1996,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
13/01/2018,47,4,-6.4,46,0.8,1993,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
13/01/2018,40,5,-6.3,51,0.8,2000,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes
13/01/2018,42,6,-6.4,59,0.6,887,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
13/01/2018,43,7,-6.5,68,0.6,571,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes
